Gloss,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
RAM,,,,,,,,,,,,,,,,,,,
RAT,,,,,,,,,,,,,,,,,,,
RATTLE,,,,,,,,,,,,,,,,,,,
READ,,,,,,,,,,,,,,,,,,,
READY,,,,,,,,,,,,,,,,,,,
REALLY,REALLY?,SURE?, TRUE?,SURE, REALLY? , ARE YOU KIDDING ME?,,,,,,,,,,,,,
REALLY+NICE-CLEAN,,,,,,,,,,,,,,,,,,,
REALLY+POSS:i,,,,,,,,,,,,,,,,,,,
REASON,,,,,,,,,,,,,,,,,,,
RECENT-PAST,,,,,,,,,,,,,,,,,,,
RECLINE-ROCKING-CHAIR,,,,,,,,,,,,,,,,,,,
RECORD,,,,,,,,,,,,,,,,,,,
RECORD-BREAK-RECORD,,,,,,,,,,,,,,,,,,,
RECYCLE,,,,,,,,,,,,,,,,,,,
RED,,,,,,,,,,,,,,,,,,,
RED+BLACK+CHECKERS,,,,,,,,,,,,,,,,,,,
RED+BLOOD,,,,,,,,,,,,,,,,,,,
RED+BLUSH,,,,,,,,,,,,,,,,,,,
RED+DCLface,,,,,,,,,,,,,,,,,,,
RED+SLICE,,,,,,,,,,,,,,,,,,,
RED+fs-BERRY,,,,,,,,,,,,,,,,,,,
REDUCE,,,,,,,,,,,,,,,,,,,
REFER,,,,,,,,,,,,,,,,,,,
REFLECT,,,,,,,,,,,,,,,,,,,
REFUSE,,,,,,,,,,,,,,,,,,,
REGISTER,,,,,,,,,,,,,,,,,,,
REGULAR,,,,,,,,,,,,,,,,,,,
REINS,,,,,,,,,,,,,,,,,,,
REJECT,,,,,,,,,,,,,,,,,,,
RELATIONSHIP,,,,,,,,,,,,,,,,,,,
RELATIONSHIP-OFF,,,,,,,,,,,,,,,,,,,
RELATIVE,,,,,,,,,,,,,,,,,,,
RELAY-OPERATOR,,,,,,,,,,,,,,,,,,,
RELIGION,,,,,,,,,,,,,,,,,,,
REMEMBER,,,,,,,,,,,,,,,,,,,
REMIND,,,,,,,,,,,,,,,,,,,
REMIND-2p,,,,,,,,,,,,,,,,,,,
REMOVE,,,,,,,,,,,,,,,,,,,
RENOVATION++AGENT,,,,,,,,,,,,,,,,,,,
REPAIR,,,,,,,,,,,,,,,,,,,
REPLACE,,,,,,,,,,,,,,,,,,,
REPORT,,,,,,,,,,,,,,,,,,,
REPORT+AGENT,,,,,,,,,,,,,,,,,,,
REPUBLICAN,,,,,,,,,,,,,,,,,,,
REQUEST,,,,,,,,,,,,,,,,,,,
REQUIRE,,,,,,,,,,,,,,,,,,,
RESEARCH,,,,,,,,,,,,,,,,,,,
RESPECT,,,,,,,,,,,,,,,,,,,
RESPONSIBILITY,RESPONSIBILITY,RESPONSIBLE, LIABILITY,OBLIGATION, DUTY, RESPONSIBILITY, ACCOUNTABLE,,,,,,,,,,,,
REST,,,,,,,,,,,,,,,,,,,
RESTAURANT,,,,,,,,,,,,,,,,,,,
RESTLESS,,,,,,,,,,,,,,,,,,,
RESULT,,,,,,,,,,,,,,,,,,,
RETIRE,,,,,,,,,,,,,,,,,,,
REVENGE,REVENGE,AVENGE, PRANK, RETALIATE,,,,,,,,,,,,,,,
REVIEW,,,,,,,,,,,,,,,,,,,
RHINO,RHINO,HORN,,,,,,,,,,,,,,,,,
RIB,,,,,,,,,,,,,,,,,,,
RIBS,,,,,,,,,,,,,,,,,,,
RICH,,,,,,,,,,,,,,,,,,,
RIDE,,,,,,,,,,,,,,,,,,,
RIDE-ON,,,,,,,,,,,,,,,,,,,
RIFLE,,,,,,,,,,,,,,,,,,,
RIGHT,,,,,,,,,,,,,,,,,,,
RING,,,,,,,,,,,,,,,,,,,
RIP,,,,,,,,,,,,,,,,,,,
RIVER,,,,,,,,,,,,,,,,,,,
ROAD,,,,,,,,,,,,,,,,,,,
ROCK,,,,,,,,,,,,,,,,,,,
ROCKET,,,,,,,,,,,,,,,,,,,
ROLLER-BLADE,,,,,,,,,,,,,,,,,,,
ROLLER-SKATE,,,,,,,,,,,,,,,,,,,
ROLLERBLADE,ROLLERBLADE, ROLLERBLADING,ROLLERBLADES, SKATE,ROLLERBLADING,,,,,,,,,,,,,,
ROLLING,,,,,,,,,,,,,,,,,,,
ROOMMATE,,,,,,,,,,,,,,,,,,,
ROOSTER,,,,,,,,,,,,,,,,,,,
ROPE,,,,,,,,,,,,,,,,,,,
ROUGH,,,,,,,,,,,,,,,,,,,
ROWING,,,,,,,,,,,,,,,,,,,
ROYAL,,,,,,,,,,,,,,,,,,,
RUB,,,,,,,,,,,,,,,,,,,
RUBBER,,,,,,,,,,,,,,,,,,,
RUDE,RUDE,BLANK,,,,,,,,,,,,,,,,,
RUIN,,,,,,,,,,,,,,,,,,,
RULE,,,,,,,,,,,,,,,,,,,
RUN,RUN, RUNNING,JOG,,,,,,,,,,,,,,,,
RUN-MACHINE,,,,,,,,,,,,,,,,,,,
RUN-OUT,,,,,,,,,,,,,,,,,,,
RUNNY-NOSE,,,,,,,,,,,,,,,,,,,
RUSSIA,RUSSIA,SYRUP, MAPLE, HONEY,RUSSIA, SYRUP,,,,,,,,,,,,,
S,,,,,,,,,,,,,,,,,,,
SAD,,,,,,,,,,,,,,,,,,,
SAFE,,,,,,,,,,,,,,,,,,,
SAFE+AGENT,,,,,,,,,,,,,,,,,,,
SAFE-2+AGENT,,,,,,,,,,,,,,,,,,,
SAILBOAT,,,,,,,,,,,,,,,,,,,
SALAD,,,,,,,,,,,,,,,,,,,
SALT,,,,,,,,,,,,,,,,,,,
SAME,,,,,,,,,,,,,,,,,,,
SAME-OLD,,,,,,,,,,,,,,,,,,,
SAME-TIME,,,,,,,,,,,,,,,,,,,
SANDWICH,,,,,,,,,,,,,,,,,,,
SARCASM,,,,,,,,,,,,,,,,,,,
SATISFIED,,,,,,,,,,,,,,,,,,,
SATURDAY,,,,,,,,,,,,,,,,,,,
SAUCE,,,,,,,,,,,,,,,,,,,
SAUSAGE-HOT-DOG,,,,,,,,,,,,,,,,,,,
SAVE,,,,,,,,,,,,,,,,,,,
SAVE-MONEY,,,,,,,,,,,,,,,,,,,
SAW,SAW,PUMP, STAB,PUMP, HACKSAW, SAWING, POKE WITH STICK,,,,,,,,,,,,
SAY,,,,,,,,,,,,,,,,,,,
SCAN,SCAN, SCANNING,XEROX,, COPY MACHINE,XEROX, COPY MACHINE, SCANNER, SCAN,,,,,,,,,,
SCARF,,,,,,,,,,,,,,,,,,,
SCHEDULE,,,,,,,,,,,,,,,,,,,
SCHOOL,,,,,,,,,,,,,,,,,,,
SCIENCE,,,,,,,,,,,,,,,,,,,
SCIENCE+AGENT,,,,,,,,,,,,,,,,,,,
SCL:3vehicle++DCL:1speedometer,,,,,,,,,,,,,,,,,,,
SCL:Fsmall circle,,,,,,,,,,,,,,,,,,,
SCL:Vperson falling forward,,,,,,,,,,,,,,,,,,,
SCL:Vperson falling in place,,,,,,,,,,,,,,,,,,,
SCL:Vperson rolling around,,,,,,,,,,,,,,,,,,,
SCL:Vperson walking,,,,,,,,,,,,,,,,,,,
SCL:Vperson walking up ladder,,,,,,,,,,,,,,,,,,,
SCOLD,,,,,,,,,,,,,,,,,,,
SCOOTER,,,,,,,,,,,,,,,,,,,
SCOUT,,,,,,,,,,,,,,,,,,,
SCRAPE,,,,,,,,,,,,,,,,,,,
SCREAM,,,,,,,,,,,,,,,,,,,
SCREEN-FILTER,,,,,,,,,,,,,,,,,,,
SCREEN-FILTER++WINDOW,,,,,,,,,,,,,,,,,,,
SCREWDRIVER,SCREWDRIVER,SCREW,,,,,,,,,,,,,,,,,
SCROLL_DOWN,SCROLL DOWN,DRAG, MARK ALL WITH SAME ANSWER, SELECT ALL, SCRATCH, CLICK CLICK CLICK, COPY AND PASTE DOCUMENT FROM COMPUTER, SEW STRAIGHT DOWN, TEST,,,,,,,,,,
SCUBA,,,,,,,,,,,,,,,,,,,
SEARCH-FOR,,,,,,,,,,,,,,,,,,,
SEAT-BELT,,,,,,,,,,,,,,,,,,,
SECOND,,,,,,,,,,,,,,,,,,,
SECOND-IN-LIST-2,,,,,,,,,,,,,,,,,,,
SECOND-OF-TIME,,,,,,,,,,,,,,,,,,,
SECOND-PLACE,,,,,,,,,,,,,,,,,,,
SECRET,,,,,,,,,,,,,,,,,,,
SECRET+HIDE,,,,,,,,,,,,,,,,,,,
SECRETARY,,,,,,,,,,,,,,,,,,,
SEE,,,,,,,,,,,,,,,,,,,
SEE-SAW,,,,,,,,,,,,,,,,,,,
SEE-SEE,,,,,,,,,,,,,,,,,,,
SEEM,,,,,,,,,,,,,,,,,,,
SELF+:i,,,,,,,,,,,,,,,,,,,
SELF-1p,,,,,,,,,,,,,,,,,,,
SELF-2p,,,,,,,,,,,,,,,,,,,
SELL,,,,,,,,,,,,,,,,,,,
SEMESTER,,,,,,,,,,,,,,,,,,,
SENATE,,,,,,,,,,,,,,,,,,,
SEND,,,,,,,,,,,,,,,,,,,
SEND-MAIL,,,,,,,,,,,,,,,,,,,
SENIOR,,,,,,,,,,,,,,,,,,,
SENIOR-CITIZEN,,,,,,,,,,,,,,,,,,,
SENSITIVE,,,,,,,,,,,,,,,,,,,
SENTENCE,,,,,,,,,,,,,,,,,,,
SEPARATE,,,,,,,,,,,,,,,,,,,
SERIOUS,,,,,,,,,,,,,,,,,,,
SERVICE,,,,,,,,,,,,,,,,,,,
SERVICE+AGENT,,,,,,,,,,,,,,,,,,,
SET-UP,,,,,,,,,,,,,,,,,,,
SET_UP,SET UP,ESTABLISH, CLUB, FOUNDER, FOUNDATION, FOUND, FOUNDED, ESTABLISHMENT,ESTABLISH, ESTABLISHED,  SET UP, FOUNDED, FOUND,,,,,,
SEVEN,,,,,,,,,,,,,,,,,,,
SEVEN+HOUR,,,,,,,,,,,,,,,,,,,
SEVEN-HOURS,,,,,,,,,,,,,,,,,,,
SEVEN-MONTHS,,,,,,,,,,,,,,,,,,,
SEVEN-WEEKS,,,,,,,,,,,,,,,,,,,
SEVENTEEN,,,,,,,,,,,,,,,,,,,
SEVENTH,,,,,,,,,,,,,,,,,,,
SEVENTY-EIGHT,,,,,,,,,,,,,,,,,,,
SEVENTY-NINE,,,,,,,,,,,,,,,,,,,
SEVENTY-SEVEN,,,,,,,,,,,,,,,,,,,
SEVENTY-SIX,,,,,,,,,,,,,,,,,,,
SEW,,,,,,,,,,,,,,,,,,,
SEX-GENDER,,,,,,,,,,,,,,,,,,,
SHAKE-BY-HANDS,,,,,,,,,,,,,,,,,,,
SHAME,,,,,,,,,,,,,,,,,,,
SHAMPOO,,,,,,,,,,,,,,,,,,,
SHAPE-STATUE,,,,,,,,,,,,,,,,,,,
SHARP,,,,,,,,,,,,,,,,,,,
SHAVE,SHAVE,ELECTRIC SHAVER OR SHAVING MACHINE, CL: SHAVE WITH AN ELECTRIC RAZOR, CL:SHAVE BEARD WITH A SHAVING MACHINE, CL: A PERSON SHAVING THEIR FACE, SHAVE FREQUENTLY,,,,,,,,,,,,,
SHEARS-SHAVE,,,,,,,,,,,,,,,,,,,
SHEEP,,,,,,,,,,,,,,,,,,,
SHEET-CAKE,,,,,,,,,,,,,,,,,,,
SHELF-FLOOR,,,,,,,,,,,,,,,,,,,
SHH+CONFIDENTIAL,,,,,,,,,,,,,,,,,,,
SHINE,,,,,,,,,,,,,,,,,,,
SHINY,SHINY,SHINE, SHINING,SHINY, GOLDEN NAME, GLOW, GLOWING, SHINE, SPARKLING,,,,,,,,,,
SHIP,,,,,,,,,,,,,,,,,,,
SHIRT,SHIRT,T-SHIRT, SWEATER, TOP, BLOUSE,SWEATER, BLOUSE,,,,,,,,,,,,
SHOCKED,SHOCKED,SHOCK,STUNNED, DUMBFOUNDED, SHOCK, SHOCKING,,,,,,,,,,,,,
SHOE,,,,,,,,,,,,,,,,,,,
SHOE+HALF-LIMB,,,,,,,,,,,,,,,,,,,
SHOE-HEEL,,,,,,,,,,,,,,,,,,,
SHOES,SHOES, SHOE,,,,,,,,,,,,,,,,,
SHOOT,,,,,,,,,,,,,,,,,,,
SHOOT-ARROW,,,,,,,,,,,,,,,,,,,
SHORE,,,,,,,,,,,,,,,,,,,
SHORT,,,,,,,,,,,,,,,,,,,
SHORT-HEIGHT,,,,,,,,,,,,,,,,,,,
SHORT-SLEEVE,,,,,,,,,,,,,,,,,,,
SHORTS,,,,,,,,,,,,,,,,,,,
SHOULD,,,,,,,,,,,,,,,,,,,
SHOVEL-DIG,,,,,,,,,,,,,,,,,,,
SHOW,,,,,,,,,,,,,,,,,,,
SHOW+AGENT,,,,,,,,,,,,,,,,,,,
SHOWER,,,,,,,,,,,,,,,,,,,
SHUT,,,,,,,,,,,,,,,,,,,
SHUT-UP,,,,,,,,,,,,,,,,,,,
SHY,,,,,,,,,,,,,,,,,,,
SICK,,,,,,,,,,,,,,,,,,,
SICK-SILLY,,,,,,,,,,,,,,,,,,,
SIDE,,,,,,,,,,,,,,,,,,,
SIGN,,,,,,,,,,,,,,,,,,,
SIGN+LANGUAGE,,,,,,,,,,,,,,,,,,,
SIGNATURE,,,,,,,,,,,,,,,,,,,
SILLY,,,,,,,,,,,,,,,,,,,
SILVER,SILVER,SOUND,,,,,,,,,,,,,,,,,
SIMMER,,,,,,,,,,,,,,,,,,,
SIMPLE,,,,,,,,,,,,,,,,,,,
SISTER,,,,,,,,,,,,,,,,,,,
SIT,,,,,,,,,,,,,,,,,,,
SIT++DCL:crvd-Bcouch shaped object,,,,,,,,,,,,,,,,,,,
SITUATION,,,,,,,,,,,,,,,,,,,
SIX,,,,,,,,,,,,,,,,,,,
SIX+HOUR,,,,,,,,,,,,,,,,,,,
SIX-DOLLARS,,,,,,,,,,,,,,,,,,,
SIX-HOURS,,,,,,,,,,,,,,,,,,,
SIX-MONTHS,,,,,,,,,,,,,,,,,,,
SIX-WEEKS,,,,,,,,,,,,,,,,,,,
SIXTEEN,,,,,,,,,,,,,,,,,,,
SIXTH,,,,,,,,,,,,,,,,,,,
SIXTY-EIGHT,,,,,,,,,,,,,,,,,,,
SIXTY-NINE,,,,,,,,,,,,,,,,,,,
SIXTY-SEVEN,,,,,,,,,,,,,,,,,,,
SIXTY-SIX,,,,,,,,,,,,,,,,,,,
SIZE,,,,,,,,,,,,,,,,,,,
SKI,,,,,,,,,,,,,,,,,,,
SKILL,,,,,,,,,,,,,,,,,,,
SKIN,,,,,,,,,,,,,,,,,,,
SKIRT,,,,,,,,,,,,,,,,,,,
SKUNK,,,,,,,,,,,,,,,,,,,
SKY,,,,,,,,,,,,,,,,,,,
SKYSCRAPER,,,,,,,,,,,,,,,,,,,
SLAVE,,,,,,,,,,,,,,,,,,,
SLEEP,,,,,,,,,,,,,,,,,,,
SLEEP+DRESS-CLOTHES,,,,,,,,,,,,,,,,,,,
SLICE,,,,,,,,,,,,,,,,,,,
SLIDING-DOORS,,,,,,,,,,,,,,,,,,,
SLIM,,,,,,,,,,,,,,,,,,,
SLIPPER,,,,,,,,,,,,,,,,,,,
SLIPPERY,,,,,,,,,,,,,,,,,,,
SLOW,,,,,,,,,,,,,,,,,,,
SMALL,,,,,,,,,,,,,,,,,,,
SMART,SMART,CLEVER, INTELLIGENT, BRILLIANT,INTELLIGENT, INTELLIGENCE, CLEVER, BRILLIANT,,,,,,,,,,,
SMELL,,,,,,,,,,,,,,,,,,,
SMELLY,,,,,,,,,,,,,,,,,,,
SMILE,,,,,,,,,,,,,,,,,,,
SMOKE,,,,,,,,,,,,,,,,,,,
SMOKING,SMOKING, SMOKE,SMOKING,,,,,,,,,,,,,,,,
SMOOTH,,,,,,,,,,,,,,,,,,,
SMOOTH-SURFACE,,,,,,,,,,,,,,,,,,,
SNAKE,,,,,,,,,,,,,,,,,,,
SNAKE+WAG,,,,,,,,,,,,,,,,,,,
SNEEZE,,,,,,,,,,,,,,,,,,,
SNOB,,,,,,,,,,,,,,,,,,,
SNORKEL,,,,,,,,,,,,,,,,,,,
SNOW,,,,,,,,,,,,,,,,,,,
SNOW+MOTORCYCLE,,,,,,,,,,,,,,,,,,,
SNOWBOARD,,,,,,,,,,,,,,,,,,,
SNOWMOBILE,,,,,,,,,,,,,,,,,,,
SO-SO,,,,,,,,,,,,,,,,,,,
SOAP,,,,,,,,,,,,,,,,,,,
SOCIAL-INTERACT,,,,,,,,,,,,,,,,,,,
SOCIAL-WORK,,,,,,,,,,,,,,,,,,,
SOCIETY,,,,,,,,,,,,,,,,,,,
SOCKS,SOCKS, SOCK,,,,,,,,,,,,,,,,,
SODA,,,,,,,,,,,,,,,,,,,
SOFT,,,,,,,,,,,,,,,,,,,
SOME,,,,,,,,,,,,,,,,,,,
SOMETHING-ONE,,,,,,,,,,,,,,,,,,,
SOMETIMES,,,,,,,,,,,,,,,,,,,
SON,,,,,,,,,,,,,,,,,,,
SOON,,,,,,,,,,,,,,,,,,,
SOPHISTICATED,,,,,,,,,,,,,,,,,,,
SOPHOMORE,,,,,,,,,,,,,,,,,,,
SOPHOMORE-2,,,,,,,,,,,,,,,,,,,
SORRY,,,,,,,,,,,,,,,,,,,
SOUP,SOUP,SPOON,SOUP, CEREAL,,,,,,,,,,,,,,,
SOUTH,SOUTH,NONE,,,,,,,,,,,,,,,,,
SOUTH+-A-ns-AFRICA,,,,,,,,,,,,,,,,,,,
SPAGHETTI,SPAGHETTI,PASTA,PASTA, SPAGHETTI, NOODLES,,,,,,,,,,,,,,
SPANK,,,,,,,,,,,,,,,,,,,
SPEAKERS,(LIGHT) FLASHING, LIGHTS BLINKING, BOOM BOX, MUSIC BOOMING / BLASTING, LOUD NOISE, GOOD SOUND, FLICKERING LIGHTS, FLASH,MUSIC BOOMING, FLASHING LIGHTS FROM BEHIND,,,,,,,,,
SPECIAL-EXCEPT,,,,,,,,,,,,,,,,,,,
SPECIALTY,,,,,,,,,,,,,,,,,,,
SPEECH-ORAL,,,,,,,,,,,,,,,,,,,
SPELL,,,,,,,,,,,,,,,,,,,
SPEND,,,,,,,,,,,,,,,,,,,
SPICY,,,,,,,,,,,,,,,,,,,
SPIDER,,,,,,,,,,,,,,,,,,,
SPILL,,,,,,,,,,,,,,,,,,,
SPIN,,,,,,,,,,,,,,,,,,,
SPIT,,,,,,,,,,,,,,,,,,,
SPREAD,,,,,,,,,,,,,,,,,,,
SPRINKLER,,,,,,,,,,,,,,,,,,,
SQUARE,,,,,,,,,,,,,,,,,,,
SQUARED,,,,,,,,,,,,,,,,,,,
SQUIRREL,SQUIRREL,CHIPMUNK,,,,,,,,,,,,,,,,,
STAB,,,,,,,,,,,,,,,,,,,
STAGE,,,,,,,,,,,,,,,,,,,
STAMP,STAMP, STAMPS,FUN/HAVE FUN!, POSTAGE,,,,,,,,,,,,,,,
STAMP-SEAL,,,,,,,,,,,,,,,,,,,
STAND,,,,,,,,,,,,,,,,,,,
STAND-UP,,,,,,,,,,,,,,,,,,,
STAND-UP+ASCEND,,,,,,,,,,,,,,,,,,,
STAR,,,,,,,,,,,,,,,,,,,
STARS,STARS, STAR,,,,,,,,,,,,,,,,,
START,START,BEGIN,START, BEGIN,,,,,,,,,,,,,,,
STATE,,,,,,,,,,,,,,,,,,,
STATISTICS,,,,,,,,,,,,,,,,,,,
STEAL,,,,,,,,,,,,,,,,,,,
STEALTHY,,,,,,,,,,,,,,,,,,,
STEAM,,,,,,,,,,,,,,,,,,,
STEEP,,,,,,,,,,,,,,,,,,,
STEPLADDER,,,,,,,,,,,,,,,,,,,
STEPS,,,,,,,,,,,,,,,,,,,
STETHOSCOPE,STETHOSCOPE,DOCTOR,,,,,,,,,,,,,,,,,
STICKY,,,,,,,,,,,,,,,,,,,
STILL,,,,,,,,,,,,,,,,,,,
STIMULATE,,,,,,,,,,,,,,,,,,,
STING,,,,,,,,,,,,,,,,,,,
STING-FACE,,,,,,,,,,,,,,,,,,,
STINK,,,,,,,,,,,,,,,,,,,
STIR,,,,,,,,,,,,,,,,,,,
STITCH,,,,,,,,,,,,,,,,,,,
STOMACH,,,,,,,,,,,,,,,,,,,
STOP,,,,,,,,,,,,,,,,,,,
STOPLIGHT,,,,,,,,,,,,,,,,,,,
STORM-CLOUDS,,,,,,,,,,,,,,,,,,,
STORY,,,,,,,,,,,,,,,,,,,
STORY++AGENT,,,,,,,,,,,,,,,,,,,
STORY-TELL,,,,,,,,,,,,,,,,,,,
STRAIGHT,,,,,,,,,,,,,,,,,,,
STRANGE,,,,,,,,,,,,,,,,,,,
STRANGLE,,,,,,,,,,,,,,,,,,,
STRAW,,,,,,,,,,,,,,,,,,,
STRAWBERRY,,,,,,,,,,,,,,,,,,,
STRAY-DEVIATE,,,,,,,,,,,,,,,,,,,
STRICT,,,,,,,,,,,,,,,,,,,
STRING,,,,,,,,,,,,,,,,,,,
STRIP,,,,,,,,,,,,,,,,,,,
STRIP-PAINT,,,,,,,,,,,,,,,,,,,
STRIPES,,,,,,,,,,,,,,,,,,,
STRONG,,,,,,,,,,,,,,,,,,,
STRUCTURE,,,,,,,,,,,,,,,,,,,
STRUGGLE,,,,,,,,,,,,,,,,,,,
STUBBORN,,,,,,,,,,,,,,,,,,,
STUCK,,,,,,,,,,,,,,,,,,,
STUDENT,STUDENT,LEARNER,STUDENT, LEARNER,,,,,,,,,,,,,,,
STUDY,,,,,,,,,,,,,,,,,,,
STUPID,,,,,,,,,,,,,,,,,,,
STUPID-3,,,,,,,,,,,,,,,,,,,
STUPID_1,STUPID,IGNORANT, DUMB,STUPID, IGNORANT, DUMB, NO IDEA,,,,,,,,,,,,
STUPID_2,STUPID,PEA-BRAIN, NITWIT, MORON, GOOFY, DUNCE, IDIOT, SQUARE-HEADED, IGNORANT, DUH,STUPID, DUMB, MORON, PEA-BRAINED, DIMWIT, IMBECILE, SHOULDN'T-HAVE-DONE-THAT,,
SUBSCRIBE,,,,,,,,,,,,,,,,,,,
SUBTRACT,,,,,,,,,,,,,,,,,,,
SUBWAY,,,,,,,,,,,,,,,,,,,
SUCCEED,,,,,,,,,,,,,,,,,,,
SUFFER,,,,,,,,,,,,,,,,,,,
SUGAR-SWEET,,,,,,,,,,,,,,,,,,,
SUGGEST,,,,,,,,,,,,,,,,,,,
SUITCASE,,,,,,,,,,,,,,,,,,,
SULK,,,,,,,,,,,,,,,,,,,
SUMMARIZE,,,,,,,,,,,,,,,,,,,
SUMMER,,,,,,,,,,,,,,,,,,,
SUMMON,,,,,,,,,,,,,,,,,,,
SUN,,,,,,,,,,,,,,,,,,,
SUNDAY,,,,,,,,,,,,,,,,,,,
SUNRISE,,,,,,,,,,,,,,,,,,,
SUNSET,,,,,,,,,,,,,,,,,,,
SUNSHINE,,,,,,,,,,,,,,,,,,,
SUPERIOR,,,,,,,,,,,,,,,,,,,
SUPERVISE,,,,,,,,,,,,,,,,,,,
SUPERVISE+AGENT,,,,,,,,,,,,,,,,,,,
SUPPORT,,,,,,,,,,,,,,,,,,,
SUPPORT++AGENT,,,,,,,,,,,,,,,,,,,
SURE,SURE,TRUE, REALLY, CERTAINLY,TRUE, REALLY, SURE,,,,,,,,,,,,
SURF,SURF, SURFING,SKATEBOARD, RIDE, SURFER,,,,,,,,,,,,,,
SURFACE,,,,,,,,,,,,,,,,,,,
SURGERY,,,,,,,,,,,,,,,,,,,
SURPRISE,,,,,,,,,,,,,,,,,,,
SURROUND,,,,,,,,,,,,,,,,,,,
SUSHI,SUSHI,NURSE,FOOD,,,,,,,,,,,,,,,,
SUSPECT,,,,,,,,,,,,,,,,,,,
SUSPEND,,,,,,,,,,,,,,,,,,,
SWALLOW,,,,,,,,,,,,,,,,,,,
SWEAR,,,,,,,,,,,,,,,,,,,
SWEAT,,,,,,,,,,,,,,,,,,,
SWEATER,SWEATER,BLOUSE, T-SHIRT / SHIRT, TOP, WOMAN, SWEATSHIRT,SHIRT, SWEATSHIRT, BLOUSE, FEMALE,,,,,,,,,
SWEEP,SWEEP, SWEEPING,BROOM,BROOM, SWEEP,,,,,,,,,,,,,,
SWEETHEART,,,,,,,,,,,,,,,,,,,
SWIM,,,,,,,,,,,,,,,,,,,
SWING,SWING, SWINGING,HAMMOCK, ROCK, ROCKING, STINGRAY, SWAY, CRADLING, WATER, SKATEBOARD, LEAF FALLING, SURFACE BEND LIKE PAN,HAMMOCK,,,,,,
SWITCH,,,,,,,,,,,,,,,,,,,
SYMBOL,,,,,,,,,,,,,,,,,,,
SYMPATHY,SYMPATHY,POOR, PITY, MERCY,PITY, POOR, SYMPATHY, MERCY,,,,,,,,,,,
SYSTEM,,,,,,,,,,,,,,,,,,,
T,,,,,,,,,,,,,,,,,,,
TABLE,,,,,,,,,,,,,,,,,,,
TAIL,,,,,,,,,,,,,,,,,,,
TAKE,,,,,,,,,,,,,,,,,,,
TAKE-A-HIKE,,,,,,,,,,,,,,,,,,,
TAKE-ADVANTAGE,,,,,,,,,,,,,,,,,,,
TAKE-BREAK,,,,,,,,,,,,,,,,,,,
TAKE-NOTES,,,,,,,,,,,,,,,,,,,
TAKE-OFF,,,,,,,,,,,,,,,,,,,
TAKE-PICTURE,,,,,,,,,,,,,,,,,,,
TAKE-PILL,,,,,,,,,,,,,,,,,,,
TAKE-SUBWAY,,,,,,,,,,,,,,,,,,,
TAKE-TRAIN,,,,,,,,,,,,,,,,,,,
TAKE-UP,,,,,,,,,,,,,,,,,,,
TALK,,,,,,,,,,,,,,,,,,,
TALK-OVER,,,,,,,,,,,,,,,,,,,
TALK-TO-SELF,,,,,,,,,,,,,,,,,,,
TALL,,,,,,,,,,,,,,,,,,,
TAN,,,,,,,,,,,,,,,,,,,
TANK-TOP,,,,,,,,,,,,,,,,,,,
TAP-DANCE,,,,,,,,,,,,,,,,,,,
TAPE,,,,,,,,,,,,,,,,,,,
TAPE-RECORDING,,,,,,,,,,,,,,,,,,,
TASTE,,,,,,,,,,,,,,,,,,,
TATTLE,,,,,,,,,,,,,,,,,,,
TATTOO,,,,,,,,,,,,,,,,,,,
TEA,,,,,,,,,,,,,,,,,,,
TEACH,,,,,,,,,,,,,,,,,,,
TEACH++AGENT,,,,,,,,,,,,,,,,,,,
TEAM,,,,,,,,,,,,,,,,,,,
TEASE,TEASE, TEASING,(JUST) KIDDING, JOKING, JOKE,JOKING, KIDDING, TEASING, JOKE,,,,,,,,,,
TECHNOLOGY++AGENT,,,,,,,,,,,,,,,,,,,
TEENAGER,,,,,,,,,,,,,,,,,,,
TEETH,,,,,,,,,,,,,,,,,,,
TELESCOPE,,,,,,,,,,,,,,,,,,,
TELL:i,,,,,,,,,,,,,,,,,,,
TEMPERATURE,,,,,,,,,,,,,,,,,,,
TEMPLE,,,,,,,,,,,,,,,,,,,
TEMPT,,,,,,,,,,,,,,,,,,,
TEN,,,,,,,,,,,,,,,,,,,
TEN+EIGHT,,,,,,,,,,,,,,,,,,,
TEND,,,,,,,,,,,,,,,,,,,
TENNIS,TENNIS,WHIP, SWORD,WHACK, PING PONG,,,,,,,,,,,,,,
TEST,,,,,,,,,,,,,,,,,,,
TEST-2,,,,,,,,,,,,,,,,,,,
TEXT,TEXT, TEXTING,VIDEO GAME, PAGER, WHICH,PAGE, EMAIL VIA PHONE, VIDEO GAME, TEXTING, PLAYING VIDEO GAME, USE PAGER, TEXT YOU,,,,,,,
TEXTING,,,,,,,,,,,,,,,,,,,
THAN,,,,,,,,,,,,,,,,,,,
THANKSGIVING,THANKSGIVING,,,,,,,,,,,,,,,,,,
THAT,,,,,,,,,,,,,,,,,,,
THEATER,THEATER,SHOW, PLAY, ACT, ACTING, ACTOR, ACTORS,PLAY, ACTOR/ACTRESS, ACT, DRAMA,  PERFORMANCE, PERFORM, SKIT,,,,,
THEN,,,,,,,,,,,,,,,,,,,
THEORY,,,,,,,,,,,,,,,,,,,
THEREFORE,,,,,,,,,,,,,,,,,,,
THERMOMETER,,,,,,,,,,,,,,,,,,,
